"","Gene","Species"
"918","derCor","27802at32523"
"919","mesTub","27802at32523"
"920","cheSer","278087at32523"
"921","chrPic","278087at32523"
"922","cuoAmb","278087at32523"
"923","cuoMcc","278087at32523"
"924","malTer","278087at32523"
"925","plaMeg","278087at32523"
"926","podExp","278087at32523"
"927","terMex","278087at32523"
"928","chrPic","278259at32523"
"929","malTer","278259at32523"
"930","cheAbi","278501at32523"
"931","gopAga","278501at32523"
"932","plaMeg","279423at32523"
"933","terMex","279423at32523"
"934","cheMyd","280714at32523"
"935","derCor","280714at32523"
"936","cuoMcc","280929at32523"
"937","gopAga","280929at32523"
"938","plaMeg","280929at32523"
"939","cheAbi","281186at32523"
"940","gopAga","281186at32523"
"941","cheAbi","281238at32523"
"942","cheMyd","281238at32523"
"943","cheSer","281238at32523"
"944","cuoAmb","281238at32523"
"945","cuoMcc","281238at32523"
"946","emySub","281238at32523"
"947","gopAga","281238at32523"
"948","malTer","281238at32523"
"949","plaMeg","281238at32523"
"950","terMex","281238at32523"
"951","chrPic","281563at32523"
"952","cuoAmb","281563at32523"
"953","cuoMcc","281563at32523"
"954","malTer","281563at32523"
"955","terMex","281563at32523"
"956","chrPic","281656at32523"
"957","malTer","281656at32523"
"958","chrPic","281830at32523"
"959","cuoAmb","281830at32523"
"960","gopAga","281830at32523"
"961","malTer","281830at32523"
"962","cheAbi","282478at32523"
"963","emySub","282478at32523"
"964","gopAga","282478at32523"
"965","mesTub","282478at32523"
"966","cheAbi","282804at32523"
"967","chrPic","282804at32523"
"968","derMaw","282804at32523"
"969","emySub","282804at32523"
"970","mesTub","282804at32523"
"971","pelSin","282804at32523"
"972","plaMeg","282804at32523"
"973","podExp","282804at32523"
"974","terMex","282804at32523"
"975","carIns","283327at32523"
"976","cheAbi","283327at32523"
"977","cheMyd","283327at32523"
"978","chrPic","283327at32523"
"979","cuoMcc","283327at32523"
"980","derCor","283327at32523"
"981","emySub","283327at32523"
"982","gopAga","283327at32523"
"983","malTer","283327at32523"
"984","plaMeg","283327at32523"
"985","chrPic","283461at32523"
"986","plaMeg","283461at32523"
"987","terMex","283461at32523"
"988","cuoAmb","283541at32523"
"989","cuoMcc","283541at32523"
"990","malTer","283568at32523"
"991","terMex","283568at32523"
"992","cheAbi","283660at32523"
"993","cheMyd","283660at32523"
"994","cheSer","283660at32523"
"995","chrPic","283660at32523"
"996","cuoMcc","283660at32523"
"997","derCor","283660at32523"
"998","emySub","283660at32523"
"999","gopAga","283660at32523"
"1000","malTer","283660at32523"
"1001","mesTub","283660at32523"
"1002","plaMeg","283660at32523"
"1003","terMex","283660at32523"
"1004","chrPic","284008at32523"
"1005","cuoAmb","284008at32523"
"1006","cuoMcc","284008at32523"
"1007","cheAbi","284081at32523"
"1008","gopAga","284081at32523"
"1009","chrPic","284317at32523"
"1010","malTer","284317at32523"
"1011","cuoAmb","285542at32523"
"1012","cuoMcc","285542at32523"
"1013","chrPic","285773at32523"
"1014","derCor","285773at32523"
"1015","cheAbi","286258at32523"
"1016","cuoAmb","286258at32523"
"1017","cuoMcc","286258at32523"
"1018","plaMeg","286258at32523"
"1019","terMex","286258at32523"
"1020","emySub","286526at32523"
"1021","mesTub","286526at32523"
"1022","cheSer","286821at32523"
"1023","chrPic","286821at32523"
"1024","malTer","286821at32523"
"1025","cuoMcc","287359at32523"
"1026","terMex","287359at32523"
"1027","cheMyd","288030at32523"
"1028","cheSer","288030at32523"
"1029","chrPic","288030at32523"
"1030","gopAga","288030at32523"
"1031","mesTub","288030at32523"
"1032","cheMyd","288636at32523"
"1033","derCor","288636at32523"
"1034","cheMyd","288646at32523"
"1035","derCor","288646at32523"
"1036","gopAga","288646at32523"
"1037","plaMeg","288646at32523"
"1038","cheSer","288836at32523"
"1039","plaMeg","288836at32523"
"1040","terMex","288836at32523"
"1041","cheMyd","289741at32523"
"1042","cheSer","289741at32523"
"1043","chrPic","289741at32523"
"1044","cuoMcc","289741at32523"
"1045","emySub","289741at32523"
"1046","malTer","289741at32523"
"1047","mesTub","289741at32523"
"1048","terMex","289741at32523"
"1049","cheAbi","289897at32523"
"1050","cheMyd","289897at32523"
"1051","cuoAmb","289897at32523"
"1052","gopAga","289897at32523"
"1053","terMex","289897at32523"
"1054","chrPic","290064at32523"
"1055","malTer","290064at32523"
"1056","cheAbi","290126at32523"
"1057","cheSer","290126at32523"
"1058","chrPic","290126at32523"
"1059","cuoMcc","290126at32523"
"1060","emySub","290126at32523"
"1061","gopAga","290126at32523"
"1062","pelSin","290126at32523"
"1063","plaMeg","290126at32523"
"1064","terMex","290126at32523"
"1065","cuoAmb","290236at32523"
"1066","cuoMcc","290236at32523"
"1067","chrPic","291212at32523"
"1068","malTer","291212at32523"
"1069","chrPic","291252at32523"
"1070","malTer","291252at32523"
"1071","cheMyd","291451at32523"
"1072","derCor","291451at32523"
"1073","cuoAmb","291641at32523"
"1074","cuoMcc","291641at32523"
"1075","cuoAmb","292469at32523"
"1076","terMex","292469at32523"
"1077","cuoAmb","292777at32523"
"1078","cuoMcc","292777at32523"
"1079","chrPic","293246at32523"
"1080","cuoAmb","293246at32523"
"1081","malTer","293246at32523"
"1082","terMex","293246at32523"
"1083","cuoAmb","293248at32523"
"1084","cuoMcc","293248at32523"
"1085","chrPic","293264at32523"
"1086","cuoMcc","293264at32523"
"1087","cuoAmb","293285at32523"
"1088","cuoMcc","293285at32523"
"1089","plaMeg","293285at32523"
"1090","terMex","293285at32523"
"1091","cheSer","293635at32523"
"1092","chrPic","293635at32523"
"1093","cuoMcc","293635at32523"
"1094","malTer","293635at32523"
"1095","plaMeg","293635at32523"
"1096","terMex","293635at32523"
"1097","malTer","294624at32523"
"1098","terMex","294624at32523"
"1099","cuoAmb","294759at32523"
"1100","cuoMcc","294759at32523"
"1101","chrPic","294765at32523"
"1102","terMex","294765at32523"
"1103","chrPic","294828at32523"
"1104","terMex","294828at32523"
"1105","chrPic","297197at32523"
"1106","malTer","297197at32523"
"1107","terMex","297197at32523"
"1108","cheMyd","297640at32523"
"1109","derCor","297640at32523"
"1110","chrPic","297684at32523"
"1111","terMex","297684at32523"
"1112","cuoAmb","298305at32523"
"1113","derCor","298305at32523"
"1114","cuoAmb","298947at32523"
"1115","cuoMcc","298947at32523"
"1116","chrPic","299737at32523"
"1117","malTer","299737at32523"
"1118","chrPic","300158at32523"
"1119","malTer","300158at32523"
"1120","cuoMcc","300997at32523"
"1121","derMaw","300997at32523"
"1122","plaMeg","300997at32523"
"1123","chrPic","301105at32523"
"1124","plaMeg","301105at32523"
"1125","cheAbi","301160at32523"
"1126","gopAga","301160at32523"
"1127","cuoMcc","301474at32523"
"1128","mesTub","301474at32523"
"1129","pelSin","301474at32523"
"1130","plaMeg","301474at32523"
"1131","terMex","301474at32523"
"1132","carIns","301621at32523"
"1133","cheAbi","301621at32523"
"1134","mesTub","301621at32523"
"1135","chrPic","302150at32523"
"1136","malTer","302150at32523"
"1137","terMex","302150at32523"
"1138","chrPic","302245at32523"
"1139","malTer","302245at32523"
"1140","cuoMcc","302394at32523"
"1141","gopAga","302394at32523"
"1142","cuoAmb","302721at32523"
"1143","gopAga","302721at32523"
"1144","chrPic","302930at32523"
"1145","terMex","302930at32523"
"1146","chrPic","303506at32523"
"1147","plaMeg","303506at32523"
"1148","cheAbi","303931at32523"
"1149","cuoMcc","303931at32523"
"1150","cheAbi","304171at32523"
"1151","cheMyd","304171at32523"
"1152","cheSer","304171at32523"
"1153","chrPic","304171at32523"
"1154","cuoAmb","304171at32523"
"1155","cuoMcc","304171at32523"
"1156","derMaw","304171at32523"
"1157","gopAga","304171at32523"
"1158","malTer","304171at32523"
"1159","pelSin","304171at32523"
"1160","plaMeg","304171at32523"
"1161","terMex","304171at32523"
"1162","malTer","304333at32523"
"1163","terMex","304333at32523"
"1164","cheSer","304654at32523"
"1165","chrPic","304654at32523"
"1166","emySub","304654at32523"
"1167","gopAga","304654at32523"
"1168","malTer","304654at32523"
"1169","pelCas","304654at32523"
"1170","pelSin","304654at32523"
"1171","plaMeg","304654at32523"
"1172","podExp","304654at32523"
"1173","terMex","304654at32523"
"1174","cheAbi","304750at32523"
"1175","cuoAmb","304750at32523"
"1176","cuoMcc","304750at32523"
"1177","gopAga","304750at32523"
"1178","plaMeg","304750at32523"
"1179","terMex","304750at32523"
"1180","chrPic","305237at32523"
"1181","terMex","305237at32523"
"1182","carIns","305735at32523"
"1183","cheMyd","305735at32523"
"1184","cheSer","305735at32523"
"1185","chrPic","305735at32523"
"1186","cuoAmb","305735at32523"
"1187","cuoMcc","305735at32523"
"1188","derMaw","305735at32523"
"1189","emySub","305735at32523"
"1190","malTer","305735at32523"
"1191","pelSin","305735at32523"
"1192","plaMeg","305735at32523"
"1193","podExp","305735at32523"
"1194","terMex","305735at32523"
"1195","plaMeg","305803at32523"
"1196","terMex","305803at32523"
"1197","cheMyd","307163at32523"
"1198","emySub","307163at32523"
"1199","gopAga","307163at32523"
"1200","malTer","307163at32523"
"1201","mesTub","307163at32523"
"1202","cheAbi","308683at32523"
"1203","gopAga","308683at32523"
"1204","cheAbi","308798at32523"
"1205","gopAga","308798at32523"
"1206","terMex","308798at32523"
"1207","malTer","308841at32523"
"1208","terMex","308841at32523"
"1209","cheAbi","309030at32523"
"1210","chrPic","309030at32523"
"1211","cuoAmb","309030at32523"
"1212","cuoMcc","309030at32523"
"1213","derCor","309030at32523"
"1214","gopAga","309030at32523"
"1215","malTer","309030at32523"
"1216","plaMeg","309030at32523"
"1217","terMex","309030at32523"
"1218","cuoAmb","33312at32523"
"1219","cuoMcc","33312at32523"
"1220","plaMeg","33312at32523"
"1221","terMex","33312at32523"
"1222","chrPic","34505at32523"
"1223","derMaw","34505at32523"
"1224","plaMeg","34505at32523"
"1225","carIns","36743at32523"
"1226","cheAbi","36743at32523"
"1227","cheMyd","36743at32523"
"1228","cheSer","36743at32523"
"1229","chrPic","36743at32523"
"1230","cuoAmb","36743at32523"
"1231","cuoMcc","36743at32523"
"1232","derCor","36743at32523"
"1233","derMaw","36743at32523"
"1234","gopAga","36743at32523"
"1235","pelSin","36743at32523"
"1236","plaMeg","36743at32523"
"1237","terMex","36743at32523"
"1238","cuoAmb","40668at32523"
"1239","plaMeg","40668at32523"
"1240","carIns","4188at32523"
"1241","derCor","4188at32523"
"1242","derMaw","4188at32523"
"1243","gopAga","4188at32523"
"1244","plaMeg","4188at32523"
"1245","chrPic","46097at32523"
"1246","terMex","46097at32523"
"1247","cheMyd","46651at32523"
"1248","cheSer","46651at32523"
"1249","chrPic","46651at32523"
"1250","cuoAmb","46651at32523"
"1251","cuoMcc","46651at32523"
"1252","derCor","46651at32523"
"1253","derMaw","46651at32523"
"1254","pelSin","46651at32523"
"1255","terMex","46651at32523"
"1256","plaMeg","47152at32523"
"1257","terMex","47152at32523"
"1258","chrPic","50548at32523"
"1259","malTer","50548at32523"
"1260","chrPic","52868at32523"
"1261","malTer","52868at32523"
"1262","chrPic","53317at32523"
"1263","malTer","53317at32523"
"1264","plaMeg","53317at32523"
"1265","terMex","53317at32523"
"1266","malTer","58546at32523"
"1267","terMex","58546at32523"
"1268","cheAbi","60413at32523"
"1269","cheMyd","60413at32523"
"1270","cuoAmb","60413at32523"
"1271","derCor","60413at32523"
"1272","derMaw","60413at32523"
"1273","gopAga","60413at32523"
"1274","pelSin","60413at32523"
"1275","terMex","60413at32523"
"1276","cuoAmb","60890at32523"
"1277","malTer","60890at32523"
"1278","malTer","61513at32523"
"1279","terMex","61513at32523"
"1280","chrPic","62209at32523"
"1281","cuoAmb","62209at32523"
"1282","cuoMcc","62209at32523"
"1283","malTer","62209at32523"
"1284","chrPic","64483at32523"
"1285","emySub","64483at32523"
"1286","gopAga","64483at32523"
"1287","plaMeg","64483at32523"
"1288","terMex","64483at32523"
"1289","cuoAmb","67102at32523"
"1290","cuoMcc","67102at32523"
"1291","chrPic","70364at32523"
"1292","malTer","70364at32523"
"1293","chrPic","70563at32523"
"1294","malTer","70563at32523"
"1295","chrPic","70607at32523"
"1296","plaMeg","70607at32523"
"1297","cheAbi","76356at32523"
"1298","cuoMcc","76356at32523"
"1299","chrPic","82231at32523"
"1300","malTer","82231at32523"
"1301","chrPic","82304at32523"
"1302","malTer","82304at32523"
"1303","cheAbi","85343at32523"
"1304","terMex","85343at32523"
"1305","malTer","88530at32523"
"1306","terMex","88530at32523"
"1307","cheAbi","89794at32523"
"1308","chrPic","89794at32523"
"1309","cuoAmb","89794at32523"
"1310","cuoMcc","89794at32523"
"1311","gopAga","89794at32523"
"1312","malTer","89794at32523"
"1313","plaMeg","89794at32523"
"1314","terMex","89794at32523"
"1315","chrPic","89853at32523"
"1316","cuoMcc","89853at32523"
"1317","carIns","92478at32523"
"1318","cheMyd","92478at32523"
"1319","derCor","92478at32523"
"1320","derMaw","92478at32523"
"1321","cheMyd","93470at32523"
"1322","chrPic","93470at32523"
"1323","cuoAmb","93470at32523"
"1324","derCor","93470at32523"
"1325","plaMeg","93470at32523"
"1326","plaMeg","94528at32523"
"1327","terMex","94528at32523"
"1328","chrPic","95561at32523"
"1329","cuoAmb","95561at32523"
"1330","cuoMcc","95561at32523"
"1331","terMex","95561at32523"
"1332","carIns","96762at32523"
"1333","cheSer","96762at32523"
"1334","chrPic","96762at32523"
"1335","cuoMcc","96762at32523"
"1336","derCor","96762at32523"
"1337","derMaw","96762at32523"
"1338","emySub","96762at32523"
"1339","gopAga","96762at32523"
"1340","mesTub","96762at32523"
"1341","pelCas","96762at32523"
"1342","pelSin","96762at32523"
"1343","plaMeg","96762at32523"
"1344","podExp","96762at32523"
"1345","terMex","96762at32523"
"1346","chrPic","97153at32523"
"1347","cuoAmb","97153at32523"
"1348","derCor","97153at32523"
"1349","derMaw","97153at32523"
"1350","emySub","97153at32523"
"1351","gopAga","97153at32523"
"1352","mesTub","97153at32523"
"1353","pelCas","97153at32523"
"1354","plaMeg","97153at32523"
"1355","podExp","97153at32523"
"1356","terMex","97153at32523"
"1357","cheAbi","97583at32523"
"1358","cheSer","97583at32523"
"1359","chrPic","97583at32523"
"1360","emySub","97583at32523"
"1361","terMex","97583at32523"
