"","Gene","Species"
"931","terMex","29093at32523"
"932","carIns","291010at32523"
"933","cheAbi","291010at32523"
"934","cheMyd","291010at32523"
"935","cheSer","291010at32523"
"936","chrPic","291010at32523"
"937","cuoAmb","291010at32523"
"938","cuoMcc","291010at32523"
"939","derCor","291010at32523"
"940","derMaw","291010at32523"
"941","emySub","291010at32523"
"942","gopAga","291010at32523"
"943","malTer","291010at32523"
"944","mesTub","291010at32523"
"945","pelCas","291010at32523"
"946","pelSin","291010at32523"
"947","plaMeg","291010at32523"
"948","podExp","291010at32523"
"949","terMex","291010at32523"
"950","carIns","294624at32523"
"951","cheAbi","294624at32523"
"952","chrPic","294624at32523"
"953","cuoAmb","294624at32523"
"954","derCor","294624at32523"
"955","derMaw","294624at32523"
"956","emySub","294624at32523"
"957","gopAga","294624at32523"
"958","malTer","294624at32523"
"959","mesTub","294624at32523"
"960","pelCas","294624at32523"
"961","plaMeg","294624at32523"
"962","podExp","294624at32523"
"963","terMex","294624at32523"
"964","cheMyd","294765at32523"
"965","cheSer","294765at32523"
"966","derMaw","294765at32523"
"967","emySub","294765at32523"
"968","mesTub","294765at32523"
"969","pelCas","294765at32523"
"970","pelSin","294765at32523"
"971","carIns","294828at32523"
"972","cheAbi","294828at32523"
"973","cheMyd","294828at32523"
"974","cheSer","294828at32523"
"975","chrPic","294828at32523"
"976","cuoAmb","294828at32523"
"977","cuoMcc","294828at32523"
"978","derCor","294828at32523"
"979","derMaw","294828at32523"
"980","emySub","294828at32523"
"981","gopAga","294828at32523"
"982","malTer","294828at32523"
"983","mesTub","294828at32523"
"984","pelCas","294828at32523"
"985","pelSin","294828at32523"
"986","podExp","294828at32523"
"987","terMex","294828at32523"
"988","carIns","298630at32523"
"989","cheSer","298630at32523"
"990","emySub","298630at32523"
"991","mesTub","298630at32523"
"992","pelSin","298630at32523"
"993","terMex","298630at32523"
"994","carIns","302602at32523"
"995","cheAbi","302602at32523"
"996","cheMyd","302602at32523"
"997","cheSer","302602at32523"
"998","chrPic","302602at32523"
"999","cuoAmb","302602at32523"
"1000","cuoMcc","302602at32523"
"1001","derCor","302602at32523"
"1002","derMaw","302602at32523"
"1003","emySub","302602at32523"
"1004","gopAga","302602at32523"
"1005","malTer","302602at32523"
"1006","mesTub","302602at32523"
"1007","pelCas","302602at32523"
"1008","pelSin","302602at32523"
"1009","plaMeg","302602at32523"
"1010","podExp","302602at32523"
"1011","terMex","302602at32523"
"1012","pelSin","305143at32523"
"1013","podExp","305143at32523"
"1014","pelSin","307031at32523"
"1015","carIns","308747at32523"
"1016","cheAbi","308747at32523"
"1017","cheMyd","308747at32523"
"1018","chrPic","308747at32523"
"1019","cuoAmb","308747at32523"
"1020","cuoMcc","308747at32523"
"1021","derCor","308747at32523"
"1022","derMaw","308747at32523"
"1023","emySub","308747at32523"
"1024","gopAga","308747at32523"
"1025","mesTub","308747at32523"
"1026","pelCas","308747at32523"
"1027","pelSin","308747at32523"
"1028","plaMeg","308747at32523"
"1029","podExp","308747at32523"
"1030","terMex","308747at32523"
"1031","carIns","34372at32523"
"1032","cheAbi","34372at32523"
"1033","cheMyd","34372at32523"
"1034","cheSer","34372at32523"
"1035","chrPic","34372at32523"
"1036","cuoAmb","34372at32523"
"1037","derCor","34372at32523"
"1038","derMaw","34372at32523"
"1039","emySub","34372at32523"
"1040","gopAga","34372at32523"
"1041","malTer","34372at32523"
"1042","mesTub","34372at32523"
"1043","pelCas","34372at32523"
"1044","pelSin","34372at32523"
"1045","plaMeg","34372at32523"
"1046","podExp","34372at32523"
"1047","terMex","34372at32523"
"1048","carIns","37767at32523"
"1049","cheAbi","37767at32523"
"1050","cheMyd","37767at32523"
"1051","cheSer","37767at32523"
"1052","chrPic","37767at32523"
"1053","cuoAmb","37767at32523"
"1054","cuoMcc","37767at32523"
"1055","derCor","37767at32523"
"1056","emySub","37767at32523"
"1057","gopAga","37767at32523"
"1058","malTer","37767at32523"
"1059","mesTub","37767at32523"
"1060","pelCas","37767at32523"
"1061","pelSin","37767at32523"
"1062","plaMeg","37767at32523"
"1063","podExp","37767at32523"
"1064","terMex","37767at32523"
"1065","cheAbi","44174at32523"
"1066","cheMyd","44174at32523"
"1067","cheSer","44174at32523"
"1068","chrPic","44174at32523"
"1069","cuoAmb","44174at32523"
"1070","cuoMcc","44174at32523"
"1071","derCor","44174at32523"
"1072","derMaw","44174at32523"
"1073","emySub","44174at32523"
"1074","gopAga","44174at32523"
"1075","malTer","44174at32523"
"1076","pelCas","44174at32523"
"1077","pelSin","44174at32523"
"1078","plaMeg","44174at32523"
"1079","podExp","44174at32523"
"1080","terMex","44174at32523"
"1081","cheAbi","48547at32523"
"1082","cheMyd","48547at32523"
"1083","cheSer","48547at32523"
"1084","chrPic","48547at32523"
"1085","cuoAmb","48547at32523"
"1086","cuoMcc","48547at32523"
"1087","derCor","48547at32523"
"1088","derMaw","48547at32523"
"1089","emySub","48547at32523"
"1090","gopAga","48547at32523"
"1091","malTer","48547at32523"
"1092","mesTub","48547at32523"
"1093","pelCas","48547at32523"
"1094","pelSin","48547at32523"
"1095","plaMeg","48547at32523"
"1096","podExp","48547at32523"
"1097","cheMyd","53009at32523"
"1098","cheSer","53009at32523"
"1099","derCor","53009at32523"
"1100","derMaw","53009at32523"
"1101","gopAga","53009at32523"
"1102","mesTub","53009at32523"
"1103","pelSin","53009at32523"
"1104","podExp","53009at32523"
"1105","carIns","53386at32523"
"1106","cheAbi","53386at32523"
"1107","cheMyd","53386at32523"
"1108","cheSer","53386at32523"
"1109","chrPic","53386at32523"
"1110","cuoAmb","53386at32523"
"1111","cuoMcc","53386at32523"
"1112","derCor","53386at32523"
"1113","derMaw","53386at32523"
"1114","emySub","53386at32523"
"1115","gopAga","53386at32523"
"1116","malTer","53386at32523"
"1117","mesTub","53386at32523"
"1118","pelCas","53386at32523"
"1119","pelSin","53386at32523"
"1120","plaMeg","53386at32523"
"1121","podExp","53386at32523"
"1122","carIns","57198at32523"
"1123","cheAbi","57198at32523"
"1124","cheMyd","57198at32523"
"1125","cheSer","57198at32523"
"1126","chrPic","57198at32523"
"1127","cuoAmb","57198at32523"
"1128","cuoMcc","57198at32523"
"1129","derCor","57198at32523"
"1130","derMaw","57198at32523"
"1131","emySub","57198at32523"
"1132","gopAga","57198at32523"
"1133","malTer","57198at32523"
"1134","mesTub","57198at32523"
"1135","pelCas","57198at32523"
"1136","pelSin","57198at32523"
"1137","plaMeg","57198at32523"
"1138","podExp","57198at32523"
"1139","terMex","57198at32523"
"1140","carIns","57204at32523"
"1141","cheAbi","57204at32523"
"1142","cheSer","57204at32523"
"1143","cuoMcc","57204at32523"
"1144","derCor","57204at32523"
"1145","derMaw","57204at32523"
"1146","emySub","57204at32523"
"1147","gopAga","57204at32523"
"1148","malTer","57204at32523"
"1149","mesTub","57204at32523"
"1150","pelCas","57204at32523"
"1151","pelSin","57204at32523"
"1152","plaMeg","57204at32523"
"1153","podExp","57204at32523"
"1154","terMex","57204at32523"
"1155","cheAbi","69006at32523"
"1156","cheMyd","69006at32523"
"1157","cheSer","69006at32523"
"1158","chrPic","69006at32523"
"1159","cuoAmb","69006at32523"
"1160","cuoMcc","69006at32523"
"1161","derMaw","69006at32523"
"1162","malTer","69006at32523"
"1163","plaMeg","69006at32523"
"1164","terMex","69006at32523"
"1165","cheMyd","70807at32523"
"1166","cheSer","70807at32523"
"1167","chrPic","70807at32523"
"1168","cuoMcc","70807at32523"
"1169","derCor","70807at32523"
"1170","derMaw","70807at32523"
"1171","emySub","70807at32523"
"1172","malTer","70807at32523"
"1173","mesTub","70807at32523"
"1174","pelCas","70807at32523"
"1175","pelSin","70807at32523"
"1176","podExp","70807at32523"
"1177","cuoAmb","71760at32523"
"1178","mesTub","71760at32523"
"1179","podExp","71760at32523"
"1180","terMex","71760at32523"
"1181","carIns","73843at32523"
"1182","cheAbi","73843at32523"
"1183","cheMyd","73843at32523"
"1184","cheSer","73843at32523"
"1185","chrPic","73843at32523"
"1186","cuoAmb","73843at32523"
"1187","cuoMcc","73843at32523"
"1188","derCor","73843at32523"
"1189","derMaw","73843at32523"
"1190","emySub","73843at32523"
"1191","gopAga","73843at32523"
"1192","malTer","73843at32523"
"1193","mesTub","73843at32523"
"1194","pelCas","73843at32523"
"1195","pelSin","73843at32523"
"1196","plaMeg","73843at32523"
"1197","podExp","73843at32523"
"1198","carIns","74571at32523"
"1199","cheMyd","74571at32523"
"1200","chrPic","74571at32523"
"1201","cuoAmb","74571at32523"
"1202","cuoMcc","74571at32523"
"1203","derCor","74571at32523"
"1204","derMaw","74571at32523"
"1205","emySub","74571at32523"
"1206","gopAga","74571at32523"
"1207","malTer","74571at32523"
"1208","mesTub","74571at32523"
"1209","pelCas","74571at32523"
"1210","pelSin","74571at32523"
"1211","plaMeg","74571at32523"
"1212","terMex","74571at32523"
"1213","carIns","78675at32523"
"1214","cheAbi","78675at32523"
"1215","cheMyd","78675at32523"
"1216","cheSer","78675at32523"
"1217","chrPic","78675at32523"
"1218","cuoAmb","78675at32523"
"1219","cuoMcc","78675at32523"
"1220","derCor","78675at32523"
"1221","derMaw","78675at32523"
"1222","emySub","78675at32523"
"1223","gopAga","78675at32523"
"1224","malTer","78675at32523"
"1225","mesTub","78675at32523"
"1226","pelCas","78675at32523"
"1227","pelSin","78675at32523"
"1228","plaMeg","78675at32523"
"1229","podExp","78675at32523"
"1230","terMex","78675at32523"
"1231","cheMyd","82211at32523"
"1232","carIns","82692at32523"
"1233","cheAbi","82692at32523"
"1234","cheMyd","82692at32523"
"1235","cheSer","82692at32523"
"1236","chrPic","82692at32523"
"1237","cuoAmb","82692at32523"
"1238","cuoMcc","82692at32523"
"1239","derCor","82692at32523"
"1240","derMaw","82692at32523"
"1241","emySub","82692at32523"
"1242","gopAga","82692at32523"
"1243","malTer","82692at32523"
"1244","mesTub","82692at32523"
"1245","pelCas","82692at32523"
"1246","pelSin","82692at32523"
"1247","plaMeg","82692at32523"
"1248","podExp","82692at32523"
"1249","terMex","82692at32523"
"1250","carIns","83777at32523"
"1251","cheSer","83777at32523"
"1252","chrPic","83777at32523"
"1253","cuoAmb","83777at32523"
"1254","cuoMcc","83777at32523"
"1255","derCor","83777at32523"
"1256","derMaw","83777at32523"
"1257","emySub","83777at32523"
"1258","gopAga","83777at32523"
"1259","malTer","83777at32523"
"1260","mesTub","83777at32523"
"1261","pelCas","83777at32523"
"1262","pelSin","83777at32523"
"1263","plaMeg","83777at32523"
"1264","podExp","83777at32523"
"1265","terMex","83777at32523"
"1266","cheMyd","84044at32523"
"1267","cheSer","84044at32523"
"1268","mesTub","84044at32523"
"1269","pelSin","84044at32523"
"1270","carIns","91609at32523"
"1271","cheAbi","91609at32523"
"1272","cheMyd","91609at32523"
"1273","cheSer","91609at32523"
"1274","chrPic","91609at32523"
"1275","cuoMcc","91609at32523"
"1276","derCor","91609at32523"
"1277","derMaw","91609at32523"
"1278","emySub","91609at32523"
"1279","gopAga","91609at32523"
"1280","malTer","91609at32523"
"1281","mesTub","91609at32523"
"1282","pelCas","91609at32523"
"1283","pelSin","91609at32523"
"1284","plaMeg","91609at32523"
"1285","podExp","91609at32523"
"1286","derCor","92893at32523"
"1287","derMaw","92893at32523"
"1288","emySub","92893at32523"
"1289","gopAga","92893at32523"
"1290","mesTub","92893at32523"
"1291","pelCas","92893at32523"
"1292","podExp","92893at32523"
"1293","carIns","93628at32523"
"1294","cheMyd","93628at32523"
"1295","chrPic","93628at32523"
"1296","cuoAmb","93628at32523"
"1297","cuoMcc","93628at32523"
"1298","derMaw","93628at32523"
"1299","emySub","93628at32523"
"1300","gopAga","93628at32523"
"1301","malTer","93628at32523"
"1302","mesTub","93628at32523"
"1303","pelCas","93628at32523"
"1304","pelSin","93628at32523"
"1305","plaMeg","93628at32523"
"1306","podExp","93628at32523"
"1307","terMex","93628at32523"
