"","Gene","Species"
"930","cheAbi","182203at32523"
"931","cheMyd","182203at32523"
"932","chrPic","182203at32523"
"933","cuoAmb","182203at32523"
"934","cuoMcc","182203at32523"
"935","derCor","182203at32523"
"936","derMaw","182203at32523"
"937","emySub","182203at32523"
"938","gopAga","182203at32523"
"939","malTer","182203at32523"
"940","mesTub","182203at32523"
"941","pelCas","182203at32523"
"942","pelSin","182203at32523"
"943","plaMeg","182203at32523"
"944","podExp","182203at32523"
"945","terMex","182203at32523"
"946","carIns","183205at32523"
"947","cheAbi","183205at32523"
"948","cheMyd","183205at32523"
"949","cheSer","183205at32523"
"950","chrPic","183205at32523"
"951","cuoAmb","183205at32523"
"952","cuoMcc","183205at32523"
"953","derCor","183205at32523"
"954","derMaw","183205at32523"
"955","emySub","183205at32523"
"956","gopAga","183205at32523"
"957","malTer","183205at32523"
"958","mesTub","183205at32523"
"959","pelCas","183205at32523"
"960","pelSin","183205at32523"
"961","plaMeg","183205at32523"
"962","podExp","183205at32523"
"963","terMex","183205at32523"
"964","carIns","184266at32523"
"965","cheAbi","184266at32523"
"966","cheMyd","184266at32523"
"967","cheSer","184266at32523"
"968","chrPic","184266at32523"
"969","cuoAmb","184266at32523"
"970","derCor","184266at32523"
"971","derMaw","184266at32523"
"972","emySub","184266at32523"
"973","gopAga","184266at32523"
"974","malTer","184266at32523"
"975","mesTub","184266at32523"
"976","pelCas","184266at32523"
"977","pelSin","184266at32523"
"978","plaMeg","184266at32523"
"979","terMex","184266at32523"
"980","carIns","184953at32523"
"981","cheAbi","184953at32523"
"982","cheMyd","184953at32523"
"983","cheSer","184953at32523"
"984","cuoAmb","184953at32523"
"985","cuoMcc","184953at32523"
"986","derMaw","184953at32523"
"987","malTer","184953at32523"
"988","pelCas","184953at32523"
"989","pelSin","184953at32523"
"990","podExp","184953at32523"
"991","carIns","185160at32523"
"992","chrPic","185160at32523"
"993","emySub","185160at32523"
"994","pelCas","185160at32523"
"995","podExp","185160at32523"
"996","plaMeg","185471at32523"
"997","carIns","185680at32523"
"998","cheAbi","185680at32523"
"999","cheMyd","185680at32523"
"1000","cheSer","185680at32523"
"1001","chrPic","185680at32523"
"1002","cuoAmb","185680at32523"
"1003","cuoMcc","185680at32523"
"1004","derMaw","185680at32523"
"1005","emySub","185680at32523"
"1006","gopAga","185680at32523"
"1007","malTer","185680at32523"
"1008","mesTub","185680at32523"
"1009","pelCas","185680at32523"
"1010","pelSin","185680at32523"
"1011","plaMeg","185680at32523"
"1012","podExp","185680at32523"
"1013","terMex","185680at32523"
"1014","cheAbi","185747at32523"
"1015","mesTub","185747at32523"
"1016","carIns","185981at32523"
"1017","cheAbi","185981at32523"
"1018","cheMyd","185981at32523"
"1019","cheSer","185981at32523"
"1020","chrPic","185981at32523"
"1021","cuoAmb","185981at32523"
"1022","cuoMcc","185981at32523"
"1023","derCor","185981at32523"
"1024","derMaw","185981at32523"
"1025","emySub","185981at32523"
"1026","gopAga","185981at32523"
"1027","malTer","185981at32523"
"1028","mesTub","185981at32523"
"1029","pelCas","185981at32523"
"1030","pelSin","185981at32523"
"1031","plaMeg","185981at32523"
"1032","podExp","185981at32523"
"1033","terMex","185981at32523"
"1034","carIns","186362at32523"
"1035","chrPic","186362at32523"
"1036","cuoAmb","186362at32523"
"1037","cuoMcc","186362at32523"
"1038","derMaw","186362at32523"
"1039","malTer","186362at32523"
"1040","pelCas","186362at32523"
"1041","pelSin","186362at32523"
"1042","plaMeg","186362at32523"
"1043","podExp","186362at32523"
"1044","carIns","186688at32523"
"1045","cheAbi","186688at32523"
"1046","cheMyd","186688at32523"
"1047","cheSer","186688at32523"
"1048","chrPic","186688at32523"
"1049","cuoAmb","186688at32523"
"1050","cuoMcc","186688at32523"
"1051","derCor","186688at32523"
"1052","derMaw","186688at32523"
"1053","emySub","186688at32523"
"1054","gopAga","186688at32523"
"1055","malTer","186688at32523"
"1056","mesTub","186688at32523"
"1057","pelCas","186688at32523"
"1058","pelSin","186688at32523"
"1059","plaMeg","186688at32523"
"1060","podExp","186688at32523"
"1061","terMex","186688at32523"
"1062","carIns","187973at32523"
"1063","cheAbi","187973at32523"
"1064","cheMyd","187973at32523"
"1065","cheSer","187973at32523"
"1066","cuoAmb","187973at32523"
"1067","cuoMcc","187973at32523"
"1068","derCor","187973at32523"
"1069","derMaw","187973at32523"
"1070","emySub","187973at32523"
"1071","gopAga","187973at32523"
"1072","malTer","187973at32523"
"1073","mesTub","187973at32523"
"1074","pelCas","187973at32523"
"1075","pelSin","187973at32523"
"1076","plaMeg","187973at32523"
"1077","podExp","187973at32523"
"1078","terMex","187973at32523"
"1079","carIns","188174at32523"
"1080","cheAbi","188174at32523"
"1081","cheMyd","188174at32523"
"1082","chrPic","188174at32523"
"1083","cuoAmb","188174at32523"
"1084","cuoMcc","188174at32523"
"1085","derMaw","188174at32523"
"1086","emySub","188174at32523"
"1087","gopAga","188174at32523"
"1088","mesTub","188174at32523"
"1089","pelCas","188174at32523"
"1090","pelSin","188174at32523"
"1091","plaMeg","188174at32523"
"1092","podExp","188174at32523"
"1093","cuoAmb","188688at32523"
"1094","derCor","188688at32523"
"1095","cheMyd","189181at32523"
"1096","chrPic","189181at32523"
"1097","cuoAmb","189181at32523"
"1098","derCor","189181at32523"
"1099","derMaw","189181at32523"
"1100","emySub","189181at32523"
"1101","gopAga","189181at32523"
"1102","malTer","189181at32523"
"1103","mesTub","189181at32523"
"1104","podExp","189181at32523"
"1105","terMex","189181at32523"
"1106","carIns","189196at32523"
"1107","cheAbi","189196at32523"
"1108","cheMyd","189196at32523"
"1109","cheSer","189196at32523"
"1110","chrPic","189196at32523"
"1111","cuoAmb","189196at32523"
"1112","cuoMcc","189196at32523"
"1113","derCor","189196at32523"
"1114","derMaw","189196at32523"
"1115","emySub","189196at32523"
"1116","gopAga","189196at32523"
"1117","malTer","189196at32523"
"1118","mesTub","189196at32523"
"1119","pelCas","189196at32523"
"1120","pelSin","189196at32523"
"1121","plaMeg","189196at32523"
"1122","podExp","189196at32523"
"1123","terMex","189196at32523"
"1124","carIns","189244at32523"
"1125","cheAbi","189244at32523"
"1126","cheSer","189244at32523"
"1127","chrPic","189244at32523"
"1128","cuoAmb","189244at32523"
"1129","cuoMcc","189244at32523"
"1130","derCor","189244at32523"
"1131","derMaw","189244at32523"
"1132","emySub","189244at32523"
"1133","gopAga","189244at32523"
"1134","malTer","189244at32523"
"1135","mesTub","189244at32523"
"1136","pelCas","189244at32523"
"1137","pelSin","189244at32523"
"1138","plaMeg","189244at32523"
"1139","podExp","189244at32523"
"1140","terMex","189244at32523"
"1141","carIns","189285at32523"
"1142","cheAbi","189285at32523"
"1143","cheMyd","189285at32523"
"1144","cheSer","189285at32523"
"1145","chrPic","189285at32523"
"1146","cuoAmb","189285at32523"
"1147","cuoMcc","189285at32523"
"1148","derCor","189285at32523"
"1149","emySub","189285at32523"
"1150","gopAga","189285at32523"
"1151","malTer","189285at32523"
"1152","mesTub","189285at32523"
"1153","pelCas","189285at32523"
"1154","pelSin","189285at32523"
"1155","plaMeg","189285at32523"
"1156","podExp","189285at32523"
"1157","terMex","189285at32523"
"1158","carIns","190849at32523"
"1159","cheAbi","190849at32523"
"1160","cheMyd","190849at32523"
"1161","chrPic","190849at32523"
"1162","derCor","190849at32523"
"1163","derMaw","190849at32523"
"1164","emySub","190849at32523"
"1165","pelSin","190849at32523"
"1166","plaMeg","190849at32523"
"1167","podExp","190849at32523"
"1168","terMex","190849at32523"
"1169","carIns","192580at32523"
"1170","cheAbi","192580at32523"
"1171","cheMyd","192580at32523"
"1172","cheSer","192580at32523"
"1173","chrPic","192580at32523"
"1174","cuoAmb","192580at32523"
"1175","cuoMcc","192580at32523"
"1176","derCor","192580at32523"
"1177","derMaw","192580at32523"
"1178","emySub","192580at32523"
"1179","gopAga","192580at32523"
"1180","malTer","192580at32523"
"1181","mesTub","192580at32523"
"1182","pelCas","192580at32523"
"1183","pelSin","192580at32523"
"1184","plaMeg","192580at32523"
"1185","podExp","192580at32523"
"1186","terMex","192580at32523"
"1187","carIns","192944at32523"
"1188","cheAbi","192944at32523"
"1189","cheMyd","192944at32523"
"1190","cheSer","192944at32523"
"1191","chrPic","192944at32523"
"1192","cuoMcc","192944at32523"
"1193","derCor","192944at32523"
"1194","derMaw","192944at32523"
"1195","emySub","192944at32523"
"1196","gopAga","192944at32523"
"1197","malTer","192944at32523"
"1198","mesTub","192944at32523"
"1199","pelCas","192944at32523"
"1200","pelSin","192944at32523"
"1201","plaMeg","192944at32523"
"1202","podExp","192944at32523"
"1203","terMex","192944at32523"
"1204","carIns","193635at32523"
"1205","cheMyd","193635at32523"
"1206","cheSer","193635at32523"
"1207","cuoAmb","193635at32523"
"1208","cuoMcc","193635at32523"
"1209","derCor","193635at32523"
"1210","derMaw","193635at32523"
"1211","emySub","193635at32523"
"1212","gopAga","193635at32523"
"1213","malTer","193635at32523"
"1214","mesTub","193635at32523"
"1215","pelCas","193635at32523"
"1216","pelSin","193635at32523"
"1217","plaMeg","193635at32523"
"1218","podExp","193635at32523"
"1219","terMex","193635at32523"
"1220","carIns","193659at32523"
"1221","cheAbi","193659at32523"
"1222","cheMyd","193659at32523"
"1223","cheSer","193659at32523"
"1224","chrPic","193659at32523"
"1225","cuoAmb","193659at32523"
"1226","cuoMcc","193659at32523"
"1227","derCor","193659at32523"
"1228","derMaw","193659at32523"
"1229","gopAga","193659at32523"
"1230","malTer","193659at32523"
"1231","mesTub","193659at32523"
"1232","pelCas","193659at32523"
"1233","pelSin","193659at32523"
"1234","plaMeg","193659at32523"
"1235","terMex","193659at32523"
"1236","gopAga","193873at32523"
"1237","pelSin","193873at32523"
"1238","podExp","193873at32523"
"1239","carIns","194240at32523"
"1240","chrPic","194240at32523"
"1241","cuoAmb","194240at32523"
"1242","malTer","194240at32523"
"1243","carIns","195619at32523"
"1244","cheAbi","195619at32523"
"1245","cheMyd","195619at32523"
"1246","cheSer","195619at32523"
"1247","chrPic","195619at32523"
"1248","cuoAmb","195619at32523"
"1249","derCor","195619at32523"
"1250","derMaw","195619at32523"
"1251","emySub","195619at32523"
"1252","gopAga","195619at32523"
"1253","malTer","195619at32523"
"1254","mesTub","195619at32523"
"1255","pelCas","195619at32523"
"1256","pelSin","195619at32523"
"1257","plaMeg","195619at32523"
"1258","podExp","195619at32523"
"1259","terMex","195619at32523"
"1260","carIns","198092at32523"
"1261","cheAbi","198092at32523"
"1262","cheMyd","198092at32523"
"1263","cheSer","198092at32523"
"1264","chrPic","198092at32523"
"1265","cuoAmb","198092at32523"
"1266","cuoMcc","198092at32523"
"1267","derMaw","198092at32523"
"1268","emySub","198092at32523"
"1269","gopAga","198092at32523"
"1270","malTer","198092at32523"
"1271","mesTub","198092at32523"
"1272","pelCas","198092at32523"
"1273","pelSin","198092at32523"
"1274","plaMeg","198092at32523"
"1275","podExp","198092at32523"
"1276","terMex","198092at32523"
"1277","pelSin","198109at32523"
"1278","podExp","198109at32523"
"1279","carIns","199010at32523"
"1280","cheAbi","199010at32523"
"1281","cheMyd","199010at32523"
"1282","cheSer","199010at32523"
"1283","chrPic","199010at32523"
"1284","cuoAmb","199010at32523"
"1285","cuoMcc","199010at32523"
"1286","derCor","199010at32523"
"1287","derMaw","199010at32523"
"1288","emySub","199010at32523"
"1289","gopAga","199010at32523"
"1290","malTer","199010at32523"
"1291","mesTub","199010at32523"
"1292","pelCas","199010at32523"
"1293","pelSin","199010at32523"
"1294","plaMeg","199010at32523"
"1295","podExp","199010at32523"
"1296","terMex","199010at32523"
"1297","chrPic","200031at32523"
"1298","cuoMcc","200031at32523"
"1299","derMaw","200031at32523"
"1300","emySub","200031at32523"
"1301","gopAga","200031at32523"
"1302","malTer","200031at32523"
"1303","mesTub","200031at32523"
"1304","pelCas","200031at32523"
"1305","pelSin","200031at32523"
"1306","plaMeg","200031at32523"
"1307","podExp","200031at32523"
"1308","terMex","200031at32523"
"1309","derCor","200727at32523"
"1310","cheAbi","200921at32523"
"1311","cheMyd","200921at32523"
"1312","cheSer","200921at32523"
"1313","chrPic","200921at32523"
"1314","cuoAmb","200921at32523"
"1315","cuoMcc","200921at32523"
"1316","derCor","200921at32523"
"1317","derMaw","200921at32523"
"1318","emySub","200921at32523"
"1319","gopAga","200921at32523"
"1320","malTer","200921at32523"
"1321","mesTub","200921at32523"
"1322","pelCas","200921at32523"
"1323","pelSin","200921at32523"
"1324","plaMeg","200921at32523"
"1325","podExp","200921at32523"
"1326","terMex","200921at32523"
"1327","carIns","203233at32523"
"1328","cheAbi","203233at32523"
"1329","cheMyd","203233at32523"
"1330","cheSer","203233at32523"
"1331","chrPic","203233at32523"
"1332","cuoMcc","203233at32523"
"1333","derCor","203233at32523"
"1334","derMaw","203233at32523"
"1335","emySub","203233at32523"
"1336","gopAga","203233at32523"
"1337","pelCas","203233at32523"
"1338","pelSin","203233at32523"
"1339","plaMeg","203233at32523"
"1340","podExp","203233at32523"
"1341","carIns","203588at32523"
"1342","cheAbi","203588at32523"
"1343","cheMyd","203588at32523"
"1344","cheSer","203588at32523"
"1345","chrPic","203588at32523"
"1346","cuoAmb","203588at32523"
"1347","cuoMcc","203588at32523"
"1348","derCor","203588at32523"
"1349","derMaw","203588at32523"
"1350","emySub","203588at32523"
"1351","gopAga","203588at32523"
"1352","malTer","203588at32523"
"1353","mesTub","203588at32523"
"1354","pelCas","203588at32523"
"1355","pelSin","203588at32523"
"1356","plaMeg","203588at32523"
"1357","podExp","203588at32523"
"1358","terMex","203588at32523"
"1359","mesTub","203700at32523"
"1360","pelCas","203700at32523"
"1361","pelSin","203700at32523"
"1362","podExp","203700at32523"
"1363","carIns","203712at32523"
"1364","cheMyd","203712at32523"
"1365","cheSer","203712at32523"
"1366","cuoMcc","203712at32523"
"1367","derCor","203712at32523"
"1368","derMaw","203712at32523"
"1369","malTer","203712at32523"
"1370","mesTub","203712at32523"
"1371","pelSin","203712at32523"
"1372","podExp","203712at32523"
"1373","terMex","203712at32523"
"1374","carIns","204152at32523"
"1375","cheMyd","204152at32523"
"1376","chrPic","204152at32523"
"1377","emySub","204152at32523"
"1378","gopAga","204152at32523"
"1379","malTer","204152at32523"
"1380","mesTub","204152at32523"
"1381","pelCas","204152at32523"
"1382","pelSin","204152at32523"
"1383","plaMeg","204152at32523"
"1384","podExp","204152at32523"
"1385","cuoAmb","204967at32523"
"1386","emySub","205149at32523"
"1387","carIns","205434at32523"
"1388","cheAbi","205434at32523"
"1389","cheMyd","205434at32523"
"1390","cheSer","205434at32523"
"1391","chrPic","205434at32523"
"1392","cuoAmb","205434at32523"
"1393","cuoMcc","205434at32523"
"1394","derCor","205434at32523"
"1395","derMaw","205434at32523"
"1396","emySub","205434at32523"
"1397","gopAga","205434at32523"
"1398","malTer","205434at32523"
"1399","mesTub","205434at32523"
"1400","pelCas","205434at32523"
"1401","plaMeg","205434at32523"
"1402","podExp","205434at32523"
"1403","terMex","205434at32523"
"1404","carIns","206091at32523"
"1405","cheAbi","206091at32523"
"1406","cheMyd","206091at32523"
"1407","cheSer","206091at32523"
"1408","chrPic","206091at32523"
"1409","cuoAmb","206091at32523"
"1410","cuoMcc","206091at32523"
"1411","derCor","206091at32523"
"1412","emySub","206091at32523"
"1413","gopAga","206091at32523"
"1414","mesTub","206091at32523"
"1415","pelCas","206091at32523"
"1416","pelSin","206091at32523"
"1417","plaMeg","206091at32523"
"1418","podExp","206091at32523"
"1419","terMex","206091at32523"
"1420","carIns","206332at32523"
"1421","cheMyd","206332at32523"
"1422","cheSer","206332at32523"
"1423","chrPic","206332at32523"
"1424","cuoMcc","206332at32523"
"1425","derCor","206332at32523"
"1426","derMaw","206332at32523"
"1427","emySub","206332at32523"
"1428","gopAga","206332at32523"
"1429","malTer","206332at32523"
"1430","mesTub","206332at32523"
"1431","pelCas","206332at32523"
"1432","pelSin","206332at32523"
"1433","plaMeg","206332at32523"
"1434","podExp","206332at32523"
"1435","terMex","206332at32523"
"1436","carIns","206534at32523"
"1437","cheAbi","206534at32523"
"1438","cheMyd","206534at32523"
"1439","cheSer","206534at32523"
"1440","chrPic","206534at32523"
"1441","cuoAmb","206534at32523"
"1442","cuoMcc","206534at32523"
"1443","derCor","206534at32523"
"1444","derMaw","206534at32523"
"1445","emySub","206534at32523"
"1446","gopAga","206534at32523"
"1447","malTer","206534at32523"
"1448","mesTub","206534at32523"
"1449","pelCas","206534at32523"
"1450","pelSin","206534at32523"
"1451","plaMeg","206534at32523"
"1452","podExp","206534at32523"
"1453","terMex","206534at32523"
"1454","cheMyd","207797at32523"
"1455","cheSer","207797at32523"
"1456","chrPic","207797at32523"
"1457","cuoAmb","207797at32523"
"1458","cuoMcc","207797at32523"
"1459","derMaw","207797at32523"
"1460","emySub","207797at32523"
"1461","gopAga","207797at32523"
"1462","mesTub","207797at32523"
"1463","pelCas","207797at32523"
"1464","pelSin","207797at32523"
"1465","plaMeg","207797at32523"
"1466","podExp","207797at32523"
"1467","terMex","207797at32523"
"1468","carIns","209160at32523"
"1469","cheSer","209160at32523"
"1470","chrPic","209160at32523"
"1471","derCor","209160at32523"
"1472","derMaw","209160at32523"
"1473","emySub","209160at32523"
"1474","gopAga","209160at32523"
"1475","malTer","209160at32523"
"1476","mesTub","209160at32523"
"1477","pelCas","209160at32523"
"1478","pelSin","209160at32523"
"1479","plaMeg","209160at32523"
"1480","terMex","209160at32523"
"1481","carIns","209752at32523"
"1482","cheMyd","209752at32523"
"1483","cheSer","209752at32523"
"1484","chrPic","209752at32523"
"1485","cuoAmb","209752at32523"
"1486","cuoMcc","209752at32523"
"1487","derCor","209752at32523"
"1488","emySub","209752at32523"
"1489","gopAga","209752at32523"
"1490","mesTub","209752at32523"
"1491","pelCas","209752at32523"
"1492","pelSin","209752at32523"
"1493","podExp","209752at32523"
"1494","terMex","209752at32523"
"1495","carIns","210225at32523"
"1496","cheAbi","210225at32523"
"1497","cheMyd","210225at32523"
"1498","cheSer","210225at32523"
"1499","chrPic","210225at32523"
"1500","cuoMcc","210225at32523"
"1501","derCor","210225at32523"
"1502","derMaw","210225at32523"
"1503","emySub","210225at32523"
"1504","gopAga","210225at32523"
"1505","malTer","210225at32523"
"1506","mesTub","210225at32523"
"1507","pelCas","210225at32523"
"1508","pelSin","210225at32523"
"1509","plaMeg","210225at32523"
"1510","podExp","210225at32523"
"1511","terMex","210225at32523"
"1512","carIns","212618at32523"
"1513","cheAbi","212618at32523"
"1514","cheMyd","212618at32523"
"1515","chrPic","212618at32523"
"1516","cuoAmb","212618at32523"
"1517","cuoMcc","212618at32523"
"1518","derCor","212618at32523"
"1519","derMaw","212618at32523"
"1520","emySub","212618at32523"
"1521","gopAga","212618at32523"
"1522","malTer","212618at32523"
"1523","pelSin","212618at32523"
"1524","plaMeg","212618at32523"
"1525","podExp","212618at32523"
"1526","cheAbi","213003at32523"
"1527","chrPic","213003at32523"
"1528","cuoAmb","213003at32523"
"1529","cuoMcc","213003at32523"
"1530","derCor","213003at32523"
"1531","derMaw","213003at32523"
"1532","emySub","213003at32523"
"1533","gopAga","213003at32523"
"1534","malTer","213003at32523"
"1535","pelCas","213003at32523"
"1536","plaMeg","213003at32523"
"1537","podExp","213003at32523"
"1538","terMex","213003at32523"
"1539","carIns","213031at32523"
"1540","cheAbi","213031at32523"
"1541","cheMyd","213031at32523"
"1542","cheSer","213031at32523"
"1543","chrPic","213031at32523"
"1544","cuoAmb","213031at32523"
"1545","cuoMcc","213031at32523"
"1546","derCor","213031at32523"
"1547","derMaw","213031at32523"
"1548","emySub","213031at32523"
"1549","gopAga","213031at32523"
"1550","malTer","213031at32523"
"1551","mesTub","213031at32523"
"1552","pelCas","213031at32523"
"1553","pelSin","213031at32523"
"1554","plaMeg","213031at32523"
"1555","podExp","213031at32523"
"1556","terMex","213031at32523"
"1557","cheMyd","213441at32523"
"1558","cheSer","213441at32523"
"1559","chrPic","213441at32523"
"1560","cuoMcc","213441at32523"
"1561","derMaw","213441at32523"
"1562","emySub","213441at32523"
"1563","gopAga","213441at32523"
"1564","mesTub","213441at32523"
"1565","pelCas","213441at32523"
"1566","pelSin","213441at32523"
"1567","podExp","213441at32523"
"1568","terMex","213441at32523"
"1569","carIns","215625at32523"
"1570","cheAbi","215625at32523"
"1571","cheMyd","215625at32523"
"1572","derCor","215625at32523"
"1573","mesTub","215625at32523"
"1574","pelCas","215625at32523"
"1575","podExp","215625at32523"
"1576","chrPic","215748at32523"
"1577","derMaw","215748at32523"
"1578","emySub","215748at32523"
"1579","mesTub","215748at32523"
"1580","pelSin","215748at32523"
"1581","plaMeg","215748at32523"
"1582","terMex","215748at32523"
"1583","carIns","216370at32523"
"1584","cheAbi","216370at32523"
"1585","cheMyd","216370at32523"
"1586","cheSer","216370at32523"
"1587","chrPic","216370at32523"
"1588","cuoAmb","216370at32523"
"1589","cuoMcc","216370at32523"
"1590","derCor","216370at32523"
"1591","derMaw","216370at32523"
"1592","emySub","216370at32523"
"1593","gopAga","216370at32523"
"1594","malTer","216370at32523"
"1595","mesTub","216370at32523"
"1596","pelCas","216370at32523"
"1597","pelSin","216370at32523"
"1598","plaMeg","216370at32523"
"1599","podExp","216370at32523"
"1600","terMex","216370at32523"
"1601","carIns","216579at32523"
"1602","cheAbi","216579at32523"
"1603","cuoAmb","216579at32523"
"1604","cuoMcc","216579at32523"
"1605","gopAga","216579at32523"
"1606","pelCas","216579at32523"
"1607","podExp","216579at32523"
"1608","carIns","216921at32523"
"1609","cheAbi","216921at32523"
"1610","cheSer","216921at32523"
"1611","chrPic","216921at32523"
"1612","cuoMcc","216921at32523"
"1613","derMaw","216921at32523"
"1614","emySub","216921at32523"
"1615","gopAga","216921at32523"
"1616","malTer","216921at32523"
"1617","mesTub","216921at32523"
"1618","pelCas","216921at32523"
"1619","pelSin","216921at32523"
"1620","plaMeg","216921at32523"
"1621","podExp","216921at32523"
"1622","terMex","216921at32523"
"1623","carIns","216972at32523"
"1624","cheAbi","216972at32523"
"1625","cheMyd","216972at32523"
"1626","cheSer","216972at32523"
"1627","chrPic","216972at32523"
"1628","cuoAmb","216972at32523"
"1629","cuoMcc","216972at32523"
"1630","derCor","216972at32523"
"1631","derMaw","216972at32523"
"1632","emySub","216972at32523"
"1633","gopAga","216972at32523"
"1634","malTer","216972at32523"
"1635","mesTub","216972at32523"
"1636","pelCas","216972at32523"
"1637","pelSin","216972at32523"
"1638","plaMeg","216972at32523"
"1639","podExp","216972at32523"
"1640","terMex","216972at32523"
"1641","podExp","217078at32523"
"1642","carIns","217513at32523"
"1643","cheAbi","217513at32523"
"1644","cheMyd","217513at32523"
"1645","cheSer","217513at32523"
"1646","chrPic","217513at32523"
"1647","cuoAmb","217513at32523"
"1648","cuoMcc","217513at32523"
"1649","derCor","217513at32523"
"1650","derMaw","217513at32523"
"1651","emySub","217513at32523"
"1652","gopAga","217513at32523"
"1653","malTer","217513at32523"
"1654","mesTub","217513at32523"
"1655","pelCas","217513at32523"
"1656","pelSin","217513at32523"
"1657","plaMeg","217513at32523"
"1658","podExp","217513at32523"
"1659","terMex","217513at32523"
"1660","carIns","218681at32523"
"1661","cheAbi","218681at32523"
"1662","cheMyd","218681at32523"
"1663","cheSer","218681at32523"
"1664","cuoAmb","218681at32523"
"1665","cuoMcc","218681at32523"
"1666","derMaw","218681at32523"
"1667","emySub","218681at32523"
"1668","malTer","218681at32523"
"1669","mesTub","218681at32523"
"1670","pelCas","218681at32523"
"1671","pelSin","218681at32523"
"1672","plaMeg","218681at32523"
"1673","podExp","218681at32523"
"1674","terMex","218681at32523"
"1675","plaMeg","218879at32523"
"1676","terMex","218879at32523"
"1677","carIns","219201at32523"
"1678","cheAbi","219201at32523"
"1679","cheMyd","219201at32523"
"1680","cuoMcc","219201at32523"
"1681","derMaw","219201at32523"
"1682","emySub","219201at32523"
"1683","gopAga","219201at32523"
"1684","mesTub","219201at32523"
"1685","pelCas","219201at32523"
"1686","pelSin","219201at32523"
"1687","plaMeg","219201at32523"
"1688","podExp","219201at32523"
"1689","derCor","219229at32523"
"1690","carIns","219664at32523"
"1691","cheMyd","219664at32523"
"1692","chrPic","219664at32523"
"1693","cuoMcc","219664at32523"
"1694","derMaw","219664at32523"
"1695","emySub","219664at32523"
"1696","gopAga","219664at32523"
"1697","malTer","219664at32523"
"1698","pelCas","219664at32523"
"1699","pelSin","219664at32523"
"1700","plaMeg","219664at32523"
"1701","podExp","219664at32523"
"1702","terMex","219664at32523"
"1703","carIns","219803at32523"
"1704","cheAbi","219803at32523"
"1705","cheMyd","219803at32523"
"1706","cheSer","219803at32523"
"1707","cuoAmb","219803at32523"
"1708","cuoMcc","219803at32523"
"1709","derCor","219803at32523"
"1710","derMaw","219803at32523"
"1711","emySub","219803at32523"
"1712","gopAga","219803at32523"
"1713","malTer","219803at32523"
"1714","mesTub","219803at32523"
"1715","pelCas","219803at32523"
"1716","pelSin","219803at32523"
"1717","plaMeg","219803at32523"
"1718","podExp","219803at32523"
"1719","terMex","219803at32523"
"1720","cuoAmb","220690at32523"
"1721","malTer","220690at32523"
"1722","pelCas","220690at32523"
"1723","podExp","220690at32523"
"1724","terMex","220690at32523"
"1725","plaMeg","221129at32523"
"1726","carIns","222815at32523"
"1727","cheAbi","222815at32523"
"1728","cheMyd","222815at32523"
"1729","cheSer","222815at32523"
"1730","chrPic","222815at32523"
"1731","cuoMcc","222815at32523"
"1732","derCor","222815at32523"
"1733","derMaw","222815at32523"
"1734","gopAga","222815at32523"
"1735","malTer","222815at32523"
"1736","pelSin","222815at32523"
"1737","plaMeg","222815at32523"
"1738","podExp","222815at32523"
"1739","carIns","223800at32523"
"1740","derCor","224090at32523"
"1741","carIns","224094at32523"
"1742","cheMyd","224094at32523"
"1743","cheSer","224094at32523"
"1744","cuoAmb","224094at32523"
"1745","derCor","224094at32523"
"1746","derMaw","224094at32523"
"1747","gopAga","224094at32523"
"1748","mesTub","224094at32523"
"1749","pelCas","224094at32523"
"1750","pelSin","224094at32523"
"1751","plaMeg","224094at32523"
"1752","podExp","224094at32523"
"1753","cheMyd","224357at32523"
"1754","chrPic","224357at32523"
"1755","pelCas","224357at32523"
"1756","derCor","225286at32523"
"1757","carIns","225823at32523"
"1758","cuoAmb","225823at32523"
"1759","derCor","225823at32523"
"1760","emySub","225823at32523"
"1761","pelSin","225823at32523"
"1762","podExp","225823at32523"
"1763","carIns","226440at32523"
"1764","cheAbi","226440at32523"
"1765","cheMyd","226440at32523"
"1766","cheSer","226440at32523"
"1767","chrPic","226440at32523"
"1768","cuoAmb","226440at32523"
"1769","cuoMcc","226440at32523"
"1770","derCor","226440at32523"
"1771","derMaw","226440at32523"
"1772","emySub","226440at32523"
"1773","gopAga","226440at32523"
"1774","malTer","226440at32523"
"1775","mesTub","226440at32523"
"1776","pelCas","226440at32523"
"1777","pelSin","226440at32523"
"1778","plaMeg","226440at32523"
"1779","podExp","226440at32523"
"1780","terMex","226440at32523"
"1781","carIns","22832at32523"
"1782","cheAbi","22832at32523"
"1783","cheMyd","22832at32523"
"1784","cheSer","22832at32523"
"1785","chrPic","22832at32523"
"1786","cuoAmb","22832at32523"
"1787","cuoMcc","22832at32523"
"1788","derCor","22832at32523"
"1789","derMaw","22832at32523"
"1790","gopAga","22832at32523"
"1791","malTer","22832at32523"
"1792","mesTub","22832at32523"
"1793","pelCas","22832at32523"
"1794","pelSin","22832at32523"
"1795","plaMeg","22832at32523"
"1796","terMex","22832at32523"
"1797","carIns","228553at32523"
"1798","cheAbi","228553at32523"
"1799","cheMyd","228553at32523"
"1800","cheSer","228553at32523"
"1801","cuoAmb","228553at32523"
"1802","gopAga","228553at32523"
"1803","malTer","228553at32523"
"1804","plaMeg","228553at32523"
"1805","podExp","228553at32523"
"1806","terMex","228553at32523"
