"","Gene","Species"
"2836","gopAga","156110at32523"
"2837","malTer","156110at32523"
"2838","pelCas","156110at32523"
"2839","pelSin","156110at32523"
"2840","podExp","156110at32523"
"2841","terMex","156110at32523"
"2842","carIns","156218at32523"
"2843","cheAbi","156218at32523"
"2844","cheSer","156218at32523"
"2845","cuoAmb","156218at32523"
"2846","cuoMcc","156218at32523"
"2847","derCor","156218at32523"
"2848","emySub","156218at32523"
"2849","gopAga","156218at32523"
"2850","mesTub","156218at32523"
"2851","pelCas","156218at32523"
"2852","plaMeg","156218at32523"
"2853","podExp","156218at32523"
"2854","terMex","156218at32523"
"2855","cheAbi","156433at32523"
"2856","cheMyd","156453at32523"
"2857","cheSer","156453at32523"
"2858","chrPic","156453at32523"
"2859","derCor","156453at32523"
"2860","emySub","156453at32523"
"2861","malTer","156453at32523"
"2862","mesTub","156453at32523"
"2863","carIns","156520at32523"
"2864","cheAbi","156520at32523"
"2865","cheMyd","156520at32523"
"2866","cheSer","156520at32523"
"2867","chrPic","156520at32523"
"2868","cuoAmb","156520at32523"
"2869","cuoMcc","156520at32523"
"2870","derCor","156520at32523"
"2871","derMaw","156520at32523"
"2872","emySub","156520at32523"
"2873","gopAga","156520at32523"
"2874","malTer","156520at32523"
"2875","mesTub","156520at32523"
"2876","pelCas","156520at32523"
"2877","pelSin","156520at32523"
"2878","plaMeg","156520at32523"
"2879","podExp","156520at32523"
"2880","terMex","156520at32523"
"2881","chrPic","156603at32523"
"2882","malTer","156603at32523"
"2883","carIns","156644at32523"
"2884","cheAbi","156644at32523"
"2885","cheMyd","156644at32523"
"2886","cheSer","156644at32523"
"2887","chrPic","156644at32523"
"2888","derCor","156644at32523"
"2889","derMaw","156644at32523"
"2890","emySub","156644at32523"
"2891","gopAga","156644at32523"
"2892","malTer","156644at32523"
"2893","pelCas","156644at32523"
"2894","podExp","156644at32523"
"2895","terMex","156644at32523"
"2896","carIns","156698at32523"
"2897","cheAbi","156698at32523"
"2898","cheMyd","156698at32523"
"2899","cheSer","156698at32523"
"2900","chrPic","156698at32523"
"2901","cuoMcc","156698at32523"
"2902","derCor","156698at32523"
"2903","derMaw","156698at32523"
"2904","emySub","156698at32523"
"2905","gopAga","156698at32523"
"2906","mesTub","156698at32523"
"2907","pelCas","156698at32523"
"2908","pelSin","156698at32523"
"2909","plaMeg","156698at32523"
"2910","carIns","15690at32523"
"2911","cheSer","15690at32523"
"2912","chrPic","15690at32523"
"2913","cuoAmb","15690at32523"
"2914","cuoMcc","15690at32523"
"2915","derMaw","15690at32523"
"2916","malTer","15690at32523"
"2917","mesTub","15690at32523"
"2918","terMex","15690at32523"
"2919","carIns","157045at32523"
"2920","cheAbi","157045at32523"
"2921","cheMyd","157045at32523"
"2922","chrPic","157045at32523"
"2923","cuoMcc","157045at32523"
"2924","derMaw","157045at32523"
"2925","emySub","157045at32523"
"2926","malTer","157045at32523"
"2927","mesTub","157045at32523"
"2928","pelCas","157045at32523"
"2929","pelSin","157045at32523"
"2930","plaMeg","157045at32523"
"2931","podExp","157045at32523"
"2932","chrPic","157184at32523"
"2933","cuoAmb","157184at32523"
"2934","malTer","157184at32523"
"2935","terMex","157184at32523"
"2936","carIns","157522at32523"
"2937","cheAbi","157522at32523"
"2938","cheMyd","157522at32523"
"2939","cheSer","157522at32523"
"2940","chrPic","157522at32523"
"2941","cuoAmb","157522at32523"
"2942","derCor","157522at32523"
"2943","derMaw","157522at32523"
"2944","emySub","157522at32523"
"2945","gopAga","157522at32523"
"2946","malTer","157522at32523"
"2947","mesTub","157522at32523"
"2948","pelCas","157522at32523"
"2949","podExp","157522at32523"
"2950","terMex","157522at32523"
"2951","chrPic","157532at32523"
"2952","cuoAmb","157532at32523"
"2953","malTer","157532at32523"
"2954","cheMyd","157630at32523"
"2955","cheSer","157630at32523"
"2956","chrPic","157630at32523"
"2957","derMaw","157630at32523"
"2958","emySub","157630at32523"
"2959","gopAga","157630at32523"
"2960","malTer","157630at32523"
"2961","pelCas","157630at32523"
"2962","pelSin","157630at32523"
"2963","plaMeg","157630at32523"
"2964","podExp","157630at32523"
"2965","terMex","157630at32523"
"2966","carIns","158052at32523"
"2967","cheAbi","158052at32523"
"2968","cheMyd","158052at32523"
"2969","chrPic","158052at32523"
"2970","cuoAmb","158052at32523"
"2971","cuoMcc","158052at32523"
"2972","derMaw","158052at32523"
"2973","emySub","158052at32523"
"2974","malTer","158052at32523"
"2975","mesTub","158052at32523"
"2976","pelCas","158052at32523"
"2977","pelSin","158052at32523"
"2978","plaMeg","158052at32523"
"2979","podExp","158052at32523"
"2980","terMex","158052at32523"
"2981","terMex","158106at32523"
"2982","carIns","158115at32523"
"2983","chrPic","158115at32523"
"2984","cuoAmb","158115at32523"
"2985","cuoMcc","158115at32523"
"2986","malTer","158115at32523"
"2987","pelSin","158115at32523"
"2988","plaMeg","158115at32523"
"2989","terMex","158115at32523"
"2990","carIns","158268at32523"
"2991","cheAbi","158268at32523"
"2992","cheMyd","158268at32523"
"2993","cheSer","158268at32523"
"2994","chrPic","158268at32523"
"2995","cuoAmb","158268at32523"
"2996","cuoMcc","158268at32523"
"2997","derCor","158268at32523"
"2998","derMaw","158268at32523"
"2999","emySub","158268at32523"
"3000","gopAga","158268at32523"
"3001","malTer","158268at32523"
"3002","mesTub","158268at32523"
"3003","pelSin","158268at32523"
"3004","plaMeg","158268at32523"
"3005","podExp","158268at32523"
"3006","terMex","158268at32523"
"3007","malTer","15838at32523"
"3008","carIns","158451at32523"
"3009","cheAbi","158451at32523"
"3010","cheMyd","158451at32523"
"3011","cheSer","158451at32523"
"3012","chrPic","158451at32523"
"3013","cuoAmb","158451at32523"
"3014","cuoMcc","158451at32523"
"3015","derCor","158451at32523"
"3016","derMaw","158451at32523"
"3017","gopAga","158451at32523"
"3018","pelSin","158451at32523"
"3019","plaMeg","158451at32523"
"3020","terMex","158451at32523"
"3021","carIns","158487at32523"
"3022","cheMyd","158487at32523"
"3023","chrPic","158487at32523"
"3024","cuoAmb","158487at32523"
"3025","cuoMcc","158487at32523"
"3026","derCor","158487at32523"
"3027","emySub","158487at32523"
"3028","gopAga","158487at32523"
"3029","malTer","158487at32523"
"3030","mesTub","158487at32523"
"3031","pelCas","158487at32523"
"3032","pelSin","158487at32523"
"3033","plaMeg","158487at32523"
"3034","podExp","158487at32523"
"3035","terMex","158487at32523"
"3036","carIns","158493at32523"
"3037","cheAbi","158493at32523"
"3038","cheMyd","158493at32523"
"3039","cheSer","158493at32523"
"3040","chrPic","158493at32523"
"3041","cuoAmb","158493at32523"
"3042","cuoMcc","158493at32523"
"3043","derCor","158493at32523"
"3044","derMaw","158493at32523"
"3045","emySub","158493at32523"
"3046","gopAga","158493at32523"
"3047","malTer","158493at32523"
"3048","mesTub","158493at32523"
"3049","pelSin","158493at32523"
"3050","plaMeg","158493at32523"
"3051","podExp","158493at32523"
"3052","terMex","158493at32523"
"3053","cheSer","158701at32523"
"3054","chrPic","158701at32523"
"3055","cuoAmb","158701at32523"
"3056","emySub","158701at32523"
"3057","gopAga","158701at32523"
"3058","mesTub","158701at32523"
"3059","podExp","158701at32523"
"3060","terMex","158701at32523"
"3061","cheAbi","159065at32523"
"3062","cheMyd","159065at32523"
"3063","cheSer","159065at32523"
"3064","cuoAmb","159065at32523"
"3065","cuoMcc","159065at32523"
"3066","derMaw","159065at32523"
"3067","emySub","159065at32523"
"3068","gopAga","159065at32523"
"3069","mesTub","159065at32523"
"3070","pelCas","159065at32523"
"3071","pelSin","159065at32523"
"3072","podExp","159065at32523"
"3073","cheAbi","15909at32523"
"3074","cheMyd","15909at32523"
"3075","chrPic","15909at32523"
"3076","cuoMcc","15909at32523"
"3077","derCor","15909at32523"
"3078","derMaw","15909at32523"
"3079","emySub","15909at32523"
"3080","pelCas","15909at32523"
"3081","pelSin","15909at32523"
"3082","plaMeg","15909at32523"
"3083","cheAbi","159137at32523"
"3084","cheMyd","159137at32523"
"3085","cuoMcc","159137at32523"
"3086","plaMeg","159137at32523"
"3087","terMex","159137at32523"
"3088","cheMyd","159160at32523"
"3089","cheSer","159160at32523"
"3090","chrPic","159160at32523"
"3091","cuoMcc","159160at32523"
"3092","derCor","159160at32523"
"3093","derMaw","159160at32523"
"3094","emySub","159160at32523"
"3095","gopAga","159160at32523"
"3096","pelSin","159160at32523"
"3097","terMex","159490at32523"
"3098","carIns","159524at32523"
"3099","cheAbi","159524at32523"
"3100","cheMyd","159524at32523"
"3101","cheSer","159524at32523"
"3102","chrPic","159524at32523"
"3103","cuoAmb","159524at32523"
"3104","derCor","159524at32523"
"3105","derMaw","159524at32523"
"3106","emySub","159524at32523"
"3107","gopAga","159524at32523"
"3108","malTer","159524at32523"
"3109","mesTub","159524at32523"
"3110","pelCas","159524at32523"
"3111","pelSin","159524at32523"
"3112","podExp","159524at32523"
"3113","terMex","159524at32523"
"3114","carIns","159704at32523"
"3115","cheAbi","159704at32523"
"3116","cheMyd","159704at32523"
"3117","derMaw","159704at32523"
"3118","emySub","159704at32523"
"3119","malTer","159704at32523"
"3120","mesTub","159704at32523"
"3121","pelCas","159704at32523"
"3122","plaMeg","159704at32523"
"3123","podExp","159704at32523"
"3124","carIns","159730at32523"
"3125","cheAbi","159730at32523"
"3126","cheMyd","159730at32523"
"3127","chrPic","159730at32523"
"3128","derMaw","159730at32523"
"3129","emySub","159730at32523"
"3130","gopAga","159730at32523"
"3131","malTer","159730at32523"
"3132","pelCas","159730at32523"
"3133","plaMeg","159730at32523"
"3134","podExp","159730at32523"
"3135","terMex","159730at32523"
"3136","cheAbi","159884at32523"
"3137","cheMyd","159884at32523"
"3138","cheSer","159884at32523"
"3139","chrPic","159884at32523"
"3140","cuoAmb","159884at32523"
"3141","cuoMcc","159884at32523"
"3142","derCor","159884at32523"
"3143","derMaw","159884at32523"
"3144","gopAga","159884at32523"
"3145","pelCas","159884at32523"
"3146","plaMeg","159884at32523"
"3147","podExp","159884at32523"
"3148","terMex","159884at32523"
"3149","gopAga","160374at32523"
"3150","cheAbi","160404at32523"
"3151","cheMyd","160404at32523"
"3152","cheSer","160404at32523"
"3153","chrPic","160404at32523"
"3154","cuoAmb","160404at32523"
"3155","derCor","160404at32523"
"3156","derMaw","160404at32523"
"3157","emySub","160404at32523"
"3158","gopAga","160404at32523"
"3159","malTer","160404at32523"
"3160","mesTub","160404at32523"
"3161","pelCas","160404at32523"
"3162","pelSin","160404at32523"
"3163","plaMeg","160404at32523"
"3164","podExp","160404at32523"
"3165","terMex","160404at32523"
"3166","chrPic","160529at32523"
"3167","cuoAmb","160529at32523"
"3168","cuoMcc","160529at32523"
"3169","plaMeg","160529at32523"
"3170","cheMyd","160659at32523"
"3171","cheSer","160659at32523"
"3172","derCor","160659at32523"
"3173","malTer","160946at32523"
"3174","cheMyd","160962at32523"
"3175","cheSer","160962at32523"
"3176","chrPic","160962at32523"
"3177","derCor","160962at32523"
"3178","derMaw","160962at32523"
"3179","emySub","160962at32523"
"3180","gopAga","160962at32523"
"3181","pelCas","160962at32523"
"3182","pelSin","160962at32523"
"3183","plaMeg","160962at32523"
"3184","podExp","160962at32523"
"3185","terMex","160962at32523"
"3186","cheAbi","161015at32523"
"3187","cheMyd","161015at32523"
"3188","chrPic","161015at32523"
"3189","cuoAmb","161015at32523"
"3190","cuoMcc","161015at32523"
"3191","gopAga","161015at32523"
"3192","pelCas","161015at32523"
"3193","pelSin","161015at32523"
"3194","plaMeg","161015at32523"
"3195","cuoAmb","161090at32523"
"3196","cuoMcc","161102at32523"
"3197","plaMeg","161102at32523"
"3198","derCor","161123at32523"
"3199","derMaw","161123at32523"
"3200","pelCas","161123at32523"
"3201","pelSin","161123at32523"
"3202","podExp","161123at32523"
"3203","carIns","161653at32523"
"3204","cheAbi","161653at32523"
"3205","cheMyd","161653at32523"
"3206","cheSer","161653at32523"
"3207","chrPic","161653at32523"
"3208","cuoAmb","161653at32523"
"3209","cuoMcc","161653at32523"
"3210","derCor","161653at32523"
"3211","derMaw","161653at32523"
"3212","gopAga","161653at32523"
"3213","malTer","161653at32523"
"3214","mesTub","161653at32523"
"3215","pelCas","161653at32523"
"3216","pelSin","161653at32523"
"3217","plaMeg","161653at32523"
"3218","podExp","161653at32523"
"3219","terMex","161653at32523"
"3220","carIns","161674at32523"
"3221","cheAbi","161674at32523"
"3222","cheMyd","161674at32523"
"3223","derMaw","161674at32523"
"3224","emySub","161674at32523"
"3225","mesTub","161674at32523"
"3226","pelCas","161674at32523"
"3227","pelSin","161674at32523"
"3228","podExp","161674at32523"
"3229","terMex","161674at32523"
"3230","cheMyd","16175at32523"
"3231","emySub","16175at32523"
"3232","malTer","16175at32523"
"3233","cheAbi","161967at32523"
"3234","cheMyd","161967at32523"
"3235","cheSer","161967at32523"
"3236","chrPic","161967at32523"
"3237","derMaw","161967at32523"
"3238","emySub","161967at32523"
"3239","gopAga","161967at32523"
"3240","mesTub","161967at32523"
"3241","pelSin","161967at32523"
"3242","plaMeg","161967at32523"
"3243","carIns","162034at32523"
"3244","cheAbi","162034at32523"
"3245","cheMyd","162034at32523"
"3246","cuoAmb","162034at32523"
"3247","derCor","162034at32523"
"3248","derMaw","162034at32523"
"3249","gopAga","162034at32523"
"3250","pelSin","162034at32523"
"3251","plaMeg","162034at32523"
"3252","terMex","162034at32523"
"3253","carIns","162144at32523"
"3254","cheAbi","162144at32523"
"3255","cheMyd","162144at32523"
"3256","cheSer","162144at32523"
"3257","chrPic","162144at32523"
"3258","derCor","162144at32523"
"3259","derMaw","162144at32523"
"3260","emySub","162144at32523"
"3261","mesTub","162144at32523"
"3262","pelCas","162144at32523"
"3263","pelSin","162144at32523"
"3264","podExp","162144at32523"
"3265","terMex","162144at32523"
"3266","malTer","162333at32523"
"3267","terMex","162333at32523"
"3268","cheMyd","162338at32523"
"3269","cheSer","162338at32523"
"3270","chrPic","162338at32523"
"3271","derMaw","162338at32523"
"3272","emySub","162338at32523"
"3273","mesTub","162338at32523"
"3274","pelCas","162338at32523"
"3275","plaMeg","162338at32523"
"3276","podExp","162338at32523"
"3277","terMex","162338at32523"
"3278","cheAbi","162748at32523"
"3279","cheMyd","162748at32523"
"3280","cheSer","162748at32523"
"3281","chrPic","162748at32523"
"3282","cuoAmb","162748at32523"
"3283","cuoMcc","162748at32523"
"3284","derCor","162748at32523"
"3285","derMaw","162748at32523"
"3286","malTer","162748at32523"
"3287","plaMeg","162748at32523"
"3288","terMex","162748at32523"
"3289","carIns","163158at32523"
"3290","cheAbi","163158at32523"
"3291","cheMyd","163158at32523"
"3292","cheSer","163158at32523"
"3293","chrPic","163158at32523"
"3294","cuoMcc","163158at32523"
"3295","derCor","163158at32523"
"3296","derMaw","163158at32523"
"3297","emySub","163158at32523"
"3298","gopAga","163158at32523"
"3299","mesTub","163158at32523"
"3300","pelSin","163158at32523"
"3301","podExp","163158at32523"
"3302","cheAbi","163180at32523"
"3303","cheSer","163180at32523"
"3304","chrPic","163180at32523"
"3305","cuoAmb","163180at32523"
"3306","cuoMcc","163180at32523"
"3307","malTer","163180at32523"
"3308","plaMeg","163180at32523"
"3309","terMex","163180at32523"
"3310","cuoAmb","163200at32523"
"3311","malTer","163200at32523"
"3312","cheAbi","163226at32523"
"3313","cheMyd","163226at32523"
"3314","chrPic","163226at32523"
"3315","derCor","163226at32523"
"3316","derMaw","163226at32523"
"3317","gopAga","163226at32523"
"3318","pelCas","163226at32523"
"3319","terMex","163226at32523"
"3320","carIns","163231at32523"
"3321","cheMyd","163231at32523"
"3322","cheSer","163231at32523"
"3323","cuoAmb","163231at32523"
"3324","derMaw","163231at32523"
"3325","emySub","163231at32523"
"3326","gopAga","163231at32523"
"3327","malTer","163231at32523"
"3328","mesTub","163231at32523"
"3329","pelCas","163231at32523"
"3330","pelSin","163231at32523"
"3331","plaMeg","163231at32523"
"3332","podExp","163231at32523"
"3333","terMex","163231at32523"
"3334","carIns","163930at32523"
"3335","cheAbi","163930at32523"
"3336","cheMyd","163930at32523"
"3337","cheSer","163930at32523"
"3338","chrPic","163930at32523"
"3339","cuoAmb","163930at32523"
"3340","cuoMcc","163930at32523"
"3341","derMaw","163930at32523"
"3342","emySub","163930at32523"
"3343","gopAga","163930at32523"
"3344","malTer","163930at32523"
"3345","pelCas","163930at32523"
"3346","plaMeg","163930at32523"
"3347","podExp","163930at32523"
"3348","terMex","163930at32523"
"3349","emySub","163950at32523"
"3350","malTer","163950at32523"
"3351","pelCas","163950at32523"
"3352","pelSin","163950at32523"
"3353","podExp","163950at32523"
"3354","carIns","164362at32523"
"3355","cheMyd","164362at32523"
"3356","cheSer","164362at32523"
"3357","chrPic","164362at32523"
"3358","cuoAmb","164362at32523"
"3359","derCor","164362at32523"
"3360","emySub","164362at32523"
"3361","malTer","164362at32523"
"3362","mesTub","164362at32523"
"3363","pelCas","164362at32523"
"3364","pelSin","164362at32523"
"3365","podExp","164362at32523"
"3366","carIns","164469at32523"
"3367","cheMyd","164469at32523"
"3368","cheSer","164469at32523"
"3369","chrPic","164469at32523"
"3370","cuoMcc","164469at32523"
"3371","derCor","164469at32523"
"3372","derMaw","164469at32523"
"3373","emySub","164469at32523"
"3374","malTer","164469at32523"
"3375","mesTub","164469at32523"
"3376","pelCas","164469at32523"
"3377","terMex","164469at32523"
"3378","cuoAmb","164580at32523"
"3379","gopAga","164580at32523"
"3380","cheAbi","164694at32523"
"3381","cheMyd","164694at32523"
"3382","cheSer","164694at32523"
"3383","cuoAmb","164694at32523"
"3384","cuoMcc","164694at32523"
"3385","derCor","164694at32523"
"3386","gopAga","164694at32523"
"3387","plaMeg","164694at32523"
"3388","terMex","164694at32523"
"3389","cheSer","165047at32523"
"3390","chrPic","165047at32523"
"3391","cuoAmb","165047at32523"
"3392","cuoMcc","165047at32523"
"3393","derMaw","165047at32523"
"3394","emySub","165047at32523"
"3395","gopAga","165047at32523"
"3396","malTer","165047at32523"
"3397","pelCas","165047at32523"
"3398","pelSin","165047at32523"
"3399","plaMeg","165047at32523"
"3400","podExp","165047at32523"
"3401","terMex","165047at32523"
"3402","chrPic","165208at32523"
"3403","plaMeg","165208at32523"
"3404","carIns","165319at32523"
"3405","cheAbi","165319at32523"
"3406","cheMyd","165319at32523"
"3407","cheSer","165319at32523"
"3408","chrPic","165319at32523"
"3409","derCor","165319at32523"
"3410","derMaw","165319at32523"
"3411","emySub","165319at32523"
"3412","gopAga","165319at32523"
"3413","malTer","165319at32523"
"3414","mesTub","165319at32523"
"3415","pelCas","165319at32523"
"3416","pelSin","165319at32523"
"3417","podExp","165319at32523"
"3418","malTer","165606at32523"
"3419","terMex","165606at32523"
"3420","gopAga","165745at32523"
"3421","cheAbi","16602at32523"
"3422","cheMyd","16602at32523"
"3423","cheSer","16602at32523"
"3424","chrPic","16602at32523"
"3425","cuoAmb","16602at32523"
"3426","cuoMcc","16602at32523"
"3427","derCor","16602at32523"
"3428","derMaw","16602at32523"
"3429","emySub","16602at32523"
"3430","gopAga","16602at32523"
"3431","mesTub","16602at32523"
"3432","pelCas","16602at32523"
"3433","pelSin","16602at32523"
"3434","podExp","16602at32523"
"3435","terMex","16602at32523"
"3436","cheSer","166186at32523"
"3437","chrPic","166186at32523"
"3438","derCor","166186at32523"
"3439","derMaw","166186at32523"
"3440","gopAga","166186at32523"
"3441","malTer","166186at32523"
"3442","plaMeg","166186at32523"
"3443","terMex","166186at32523"
"3444","cheAbi","166317at32523"
"3445","chrPic","166317at32523"
"3446","cuoAmb","166317at32523"
"3447","cuoMcc","166317at32523"
"3448","derMaw","166317at32523"
"3449","emySub","166317at32523"
"3450","gopAga","166317at32523"
"3451","malTer","166317at32523"
"3452","mesTub","166317at32523"
"3453","pelSin","166317at32523"
"3454","podExp","166317at32523"
"3455","terMex","166317at32523"
"3456","chrPic","166353at32523"
"3457","derCor","166353at32523"
"3458","malTer","166353at32523"
"3459","cheAbi","166537at32523"
"3460","chrPic","166537at32523"
"3461","gopAga","166537at32523"
"3462","malTer","166537at32523"
"3463","plaMeg","166537at32523"
"3464","terMex","166537at32523"
"3465","cuoAmb","166546at32523"
"3466","terMex","166546at32523"
"3467","chrPic","166620at32523"
"3468","terMex","166620at32523"
"3469","carIns","16690at32523"
"3470","chrPic","16690at32523"
"3471","cuoAmb","16690at32523"
"3472","cuoMcc","16690at32523"
"3473","derCor","16690at32523"
"3474","derMaw","16690at32523"
"3475","emySub","16690at32523"
"3476","gopAga","16690at32523"
"3477","malTer","16690at32523"
"3478","mesTub","16690at32523"
"3479","pelCas","16690at32523"
"3480","pelSin","16690at32523"
"3481","plaMeg","16690at32523"
"3482","podExp","16690at32523"
"3483","terMex","16690at32523"
"3484","terMex","166999at32523"
"3485","malTer","167036at32523"
"3486","terMex","167036at32523"
"3487","chrPic","167373at32523"
"3488","cuoAmb","167373at32523"
"3489","cuoMcc","167373at32523"
"3490","malTer","167373at32523"
"3491","malTer","167417at32523"
"3492","cheMyd","167459at32523"
"3493","cuoAmb","167459at32523"
"3494","cuoMcc","167459at32523"
"3495","derCor","167459at32523"
"3496","emySub","167459at32523"
"3497","gopAga","167459at32523"
"3498","malTer","167459at32523"
"3499","mesTub","167459at32523"
"3500","pelCas","167459at32523"
"3501","pelSin","167459at32523"
"3502","plaMeg","167459at32523"
"3503","podExp","167459at32523"
"3504","terMex","167459at32523"
"3505","cheAbi","167645at32523"
"3506","cheMyd","167645at32523"
"3507","cheSer","167645at32523"
"3508","chrPic","167645at32523"
"3509","cuoMcc","167645at32523"
"3510","derCor","167645at32523"
"3511","derMaw","167645at32523"
"3512","emySub","167645at32523"
"3513","gopAga","167645at32523"
"3514","malTer","167645at32523"
"3515","pelCas","167645at32523"
"3516","pelSin","167645at32523"
"3517","plaMeg","167645at32523"
"3518","podExp","167645at32523"
"3519","terMex","167645at32523"
"3520","cheAbi","167754at32523"
"3521","chrPic","167754at32523"
"3522","emySub","167754at32523"
"3523","gopAga","167754at32523"
"3524","mesTub","167754at32523"
"3525","pelSin","167754at32523"
"3526","plaMeg","167754at32523"
"3527","cheAbi","167886at32523"
"3528","cheMyd","167886at32523"
"3529","cheSer","167886at32523"
"3530","chrPic","167886at32523"
"3531","emySub","167886at32523"
"3532","gopAga","167886at32523"
"3533","malTer","167886at32523"
"3534","mesTub","167886at32523"
"3535","plaMeg","167886at32523"
"3536","terMex","167886at32523"
"3537","cheMyd","168146at32523"
"3538","chrPic","168146at32523"
"3539","cuoAmb","168146at32523"
"3540","cuoMcc","168146at32523"
"3541","derMaw","168146at32523"
"3542","emySub","168146at32523"
"3543","gopAga","168146at32523"
"3544","mesTub","168146at32523"
"3545","plaMeg","168146at32523"
"3546","terMex","168146at32523"
"3547","carIns","168156at32523"
"3548","cheAbi","168156at32523"
"3549","cheMyd","168156at32523"
"3550","cheSer","168156at32523"
"3551","chrPic","168156at32523"
"3552","cuoAmb","168156at32523"
"3553","cuoMcc","168156at32523"
"3554","derCor","168156at32523"
"3555","derMaw","168156at32523"
"3556","emySub","168156at32523"
"3557","gopAga","168156at32523"
"3558","malTer","168156at32523"
"3559","mesTub","168156at32523"
"3560","pelCas","168156at32523"
"3561","plaMeg","168156at32523"
"3562","podExp","168156at32523"
"3563","terMex","168156at32523"
"3564","malTer","168421at32523"
"3565","cuoMcc","168457at32523"
"3566","carIns","168477at32523"
"3567","cheAbi","168477at32523"
"3568","cheMyd","168477at32523"
"3569","cheSer","168477at32523"
"3570","chrPic","168477at32523"
"3571","cuoAmb","168477at32523"
"3572","cuoMcc","168477at32523"
"3573","derCor","168477at32523"
"3574","derMaw","168477at32523"
"3575","emySub","168477at32523"
"3576","gopAga","168477at32523"
"3577","malTer","168477at32523"
"3578","mesTub","168477at32523"
"3579","pelCas","168477at32523"
"3580","pelSin","168477at32523"
"3581","plaMeg","168477at32523"
"3582","podExp","168477at32523"
"3583","terMex","168477at32523"
"3584","cheMyd","168608at32523"
"3585","cheSer","168608at32523"
"3586","cuoAmb","168608at32523"
"3587","cuoMcc","168608at32523"
"3588","plaMeg","168608at32523"
"3589","terMex","168608at32523"
"3590","derCor","168809at32523"
"3591","emySub","168809at32523"
"3592","plaMeg","168809at32523"
"3593","cheAbi","168840at32523"
"3594","cheMyd","168840at32523"
"3595","cheSer","168840at32523"
"3596","chrPic","168840at32523"
"3597","cuoAmb","168840at32523"
"3598","cuoMcc","168840at32523"
"3599","derCor","168840at32523"
"3600","gopAga","168840at32523"
"3601","malTer","168840at32523"
"3602","mesTub","168840at32523"
"3603","pelCas","168840at32523"
"3604","terMex","168840at32523"
"3605","carIns","169032at32523"
"3606","cheAbi","169032at32523"
"3607","cheSer","169032at32523"
"3608","chrPic","169032at32523"
"3609","derCor","169032at32523"
"3610","derMaw","169032at32523"
"3611","gopAga","169032at32523"
"3612","mesTub","169032at32523"
"3613","carIns","16928at32523"
"3614","cheAbi","16928at32523"
"3615","cheMyd","16928at32523"
"3616","cheSer","16928at32523"
"3617","chrPic","16928at32523"
"3618","cuoAmb","16928at32523"
"3619","cuoMcc","16928at32523"
"3620","derCor","16928at32523"
"3621","derMaw","16928at32523"
"3622","emySub","16928at32523"
"3623","gopAga","16928at32523"
"3624","malTer","16928at32523"
"3625","mesTub","16928at32523"
"3626","pelCas","16928at32523"
"3627","pelSin","16928at32523"
"3628","plaMeg","16928at32523"
"3629","podExp","16928at32523"
"3630","terMex","16928at32523"
"3631","cheAbi","169330at32523"
"3632","cheAbi","169435at32523"
"3633","chrPic","169435at32523"
"3634","cuoAmb","169435at32523"
"3635","cuoMcc","169435at32523"
"3636","derCor","169435at32523"
"3637","malTer","169435at32523"
"3638","plaMeg","169435at32523"
"3639","carIns","169495at32523"
"3640","cheAbi","169495at32523"
"3641","cheSer","169495at32523"
"3642","chrPic","169495at32523"
"3643","cuoAmb","169495at32523"
"3644","cuoMcc","169495at32523"
"3645","derCor","169495at32523"
"3646","gopAga","169495at32523"
"3647","malTer","169495at32523"
"3648","pelCas","169495at32523"
"3649","pelSin","169495at32523"
"3650","plaMeg","169495at32523"
"3651","terMex","169495at32523"
"3652","cheAbi","169719at32523"
"3653","cheMyd","169719at32523"
"3654","cheSer","169719at32523"
"3655","chrPic","169719at32523"
"3656","derCor","169719at32523"
"3657","emySub","169719at32523"
"3658","gopAga","169719at32523"
"3659","malTer","169719at32523"
"3660","mesTub","169719at32523"
"3661","pelCas","169719at32523"
"3662","pelSin","169719at32523"
"3663","plaMeg","169719at32523"
"3664","podExp","169719at32523"
"3665","chrPic","16978at32523"
"3666","cuoAmb","16978at32523"
"3667","cuoMcc","16978at32523"
"3668","derCor","16978at32523"
"3669","plaMeg","16978at32523"
"3670","malTer","170080at32523"
"3671","terMex","170080at32523"
"3672","cuoAmb","170322at32523"
"3673","cuoMcc","170322at32523"
"3674","derCor","170322at32523"
"3675","derMaw","170322at32523"
"3676","emySub","170322at32523"
"3677","malTer","170322at32523"
"3678","plaMeg","170322at32523"
"3679","cuoAmb","170646at32523"
"3680","carIns","170680at32523"
"3681","cheAbi","170680at32523"
"3682","chrPic","170680at32523"
"3683","cuoAmb","170680at32523"
"3684","derMaw","170680at32523"
"3685","emySub","170680at32523"
"3686","gopAga","170680at32523"
"3687","malTer","170680at32523"
"3688","mesTub","170680at32523"
"3689","pelCas","170680at32523"
"3690","plaMeg","170680at32523"
"3691","podExp","170680at32523"
"3692","cheMyd","171060at32523"
"3693","chrPic","171060at32523"
"3694","cuoAmb","171060at32523"
"3695","cuoMcc","171060at32523"
"3696","derCor","171060at32523"
"3697","derMaw","171060at32523"
"3698","malTer","171060at32523"
"3699","plaMeg","171060at32523"
"3700","cheMyd","171134at32523"
"3701","chrPic","171134at32523"
"3702","cuoAmb","171134at32523"
"3703","cuoMcc","171134at32523"
"3704","emySub","171134at32523"
"3705","malTer","171134at32523"
